Name	Length	EffectiveLength	TPM	NumReads
ENSDART00000189226.1	10	2.894	0.000000	0.000
ENSDART00000189431.1	11	2.954	0.000000	0.000
ENSDART00000160762.2	345	96.007	0.000000	0.000
ENSDART00000170804.2	366	117.000	0.000000	0.000
ENSDART00000165410.2	350	101.003	0.000000	0.000
ENSDART00000163675.2	339	90.016	0.000000	0.000
ENSDART00000171132.2	338	89.019	0.000000	0.000
ENSDART00000172037.2	344	95.008	1.927171	2.000
ENSDART00000161368.2	354	105.002	0.000000	0.000
ENSDART00000172374.2	355	106.001	0.000000	0.000
ENSDART00000167067.2	378	129.000	0.000000	0.000
ENSDART00000161271.2	334	85.033	0.000000	0.000
ENSDART00000163938.2	366	117.000	0.000000	0.000
ENSDART00000161622.2	445	196.000	0.000000	0.000
ENSDART00000162257.2	426	177.000	0.000000	0.000
ENSDART00000158119.2	318	69.234	0.000000	0.000
ENSDART00000169491.2	387	138.000	0.000000	0.000
ENSDART00000172528.2	396	147.000	0.000000	0.000
ENSDART00000166253.2	411	162.000	0.000000	0.000
ENSDART00000160948.2	323	74.133	0.000000	0.000
ENSDART00000161537.2	377	128.000	0.000000	0.000
ENSDART00000159235.2	348	99.004	0.000000	0.000
ENSDART00000171772.2	483	234.000	0.000000	0.000
ENSDART00000167404.2	357	108.001	0.000000	0.000
ENSDART00000171344.2	462	213.000	0.000000	0.000
ENSDART00000168039.2	470	221.000	0.000000	0.000
ENSDART00000157830.2	431	182.000	0.000000	0.000
ENSDART00000166182.2	372	123.000	0.000000	0.000
ENSDART00000167805.2	378	129.000	0.000000	0.000
ENSDART00000159795.2	419	170.000	0.000000	0.000
ENSDART00000160202.2	378	129.000	0.000000	0.000
ENSDART00000163851.2	330	81.056	0.000000	0.000
ENSDART00000161463.2	417	168.000	0.000000	0.000
ENSDART00000164491.2	366	117.000	0.000000	0.000
ENSDART00000158772.2	348	99.004	0.000000	0.000
ENSDART00000167409.2	420	171.000	0.000000	0.000
ENSDART00000160204.2	348	99.004	0.000000	0.000
ENSDART00000166882.2	420	171.000	0.000000	0.000
ENSDART00000171020.2	383	134.000	0.000000	0.000
